isolate_name,isolate_species,isolate_colDate,isolate_colLocation,isolate_sourceType,isolate_sourceName,profile_1,profile_2,profile_3
Isolate869,Species2,2019-05-01,Ward 75,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate870,Species1,2018-03-28,Ward 75,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate871,Species1,2018-08-05,Ward 75,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate872,Species1,2019-08-16,Ward 75,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate873,Species1,2018-01-27,Ward 75,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate874,Species1,2019-12-17,Ward 75,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate875,Species1,2020-01-12,Ward 75,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate876,Species1,2019-11-20,Ward 75,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate877,Species1,2019-11-12,Ward 75,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate878,Species1,2019-12-20,Ward 75,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate879,Species2,2019-09-22,Ward 75,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate880,Species2,2019-12-17,Ward 75,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate881,Species2,2019-04-06,Ward 75,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate882,Species2,2019-09-02,Ward 75,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate883,Species2,2019-04-28,Ward 75,Others,NA,Sp2 NF,ResGeneB,NA
Isolate884,Species2,2019-11-20,Ward 75,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate885,Species2,2019-09-24,Ward 75,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate886,Species2,2019-09-28,Ward 75,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate887,Species2,2019-04-29,Ward 75,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate888,Species2,2019-05-01,Ward 75,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate889,Species1,2018-03-28,Ward 75,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate890,Species1,2018-08-05,Ward 75,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate891,Species1,2019-08-16,Ward 75,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate892,Species1,2018-01-27,Ward 75,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate893,Species1,2019-12-17,Ward 75,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate894,Species1,2020-01-12,Ward 75,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate895,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate896,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate897,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate898,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate899,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate900,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate901,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate902,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate903,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate904,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate905,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate906,Species2,2019-04-29,Ward 47,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate907,Species2,2019-05-01,Ward 47,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate908,Species1,2018-03-28,Ward 47,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate909,Species1,2018-08-05,Ward 47,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate910,Species1,2019-08-16,Ward 47,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate911,Species1,2018-01-27,Ward 47,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate912,Species1,2019-12-17,Ward 47,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate913,Species1,2020-01-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate914,Species1,2019-11-20,Ward 47,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate915,Species1,2019-11-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate916,Species1,2019-12-20,Ward 47,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate917,Species2,2019-09-22,Ward 47,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate918,Species2,2019-12-17,Ward 47,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate919,Species2,2019-04-06,Ward 47,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate920,Species2,2019-09-02,Ward 47,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate921,Species2,2019-04-28,Ward 47,Others,NA,Sp2 NF,ResGeneB,NA
Isolate922,Species2,2019-11-20,Ward 47,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate923,Species2,2019-09-24,Ward 47,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate924,Species2,2019-09-28,Ward 47,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate925,Species2,2019-04-29,Ward 47,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate926,Species2,2019-05-01,Ward 47,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate927,Species1,2018-03-28,Ward 47,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate928,Species1,2018-08-05,Ward 47,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate929,Species1,2019-08-16,Ward 47,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate930,Species1,2018-01-27,Ward 47,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate931,Species1,2019-12-17,Ward 47,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate932,Species1,2020-01-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate933,Species1,2019-11-20,Ward 47,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate934,Species1,2019-11-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate935,Species1,2019-12-20,Ward 47,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate936,Species2,2019-09-22,Ward 47,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate937,Species2,2019-12-17,Ward 47,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate938,Species2,2019-04-06,Ward 47,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate939,Species2,2019-09-02,Ward 47,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate940,Species2,2019-04-28,Ward 47,Others,NA,Sp2 NF,ResGeneB,NA
Isolate941,Species2,2019-11-20,Ward 47,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate942,Species2,2019-09-24,Ward 47,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate943,Species2,2019-09-28,Ward 47,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate944,Species2,2019-04-29,Ward 47,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate945,Species2,2019-05-01,Ward 47,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate946,Species1,2018-03-28,Ward 47,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate947,Species1,2018-08-05,Ward 47,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate948,Species1,2019-08-16,Ward 47,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate949,Species1,2018-01-27,Ward 47,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate950,Species1,2019-12-17,Ward 47,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate951,Species1,2020-01-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate952,Species1,2019-11-20,Ward 47,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate953,Species1,2019-11-12,Ward 47,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate954,Species1,2019-12-20,Ward 47,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate955,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate956,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate957,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate958,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate959,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate960,Species2,2019-11-20,Ward 34,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate961,Species2,2019-09-24,Ward 34,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate962,Species2,2019-09-28,Ward 34,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate963,Species2,2019-04-29,Ward 34,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate964,Species2,2019-05-01,Ward 34,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate965,Species1,2018-03-28,Ward 34,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate966,Species1,2018-08-05,Ward 34,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate967,Species1,2019-08-16,Ward 34,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate968,Species1,2018-01-27,Ward 34,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate969,Species1,2019-12-17,Ward 34,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate970,Species1,2020-01-12,Ward 34,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate971,Species1,2019-11-20,Ward 34,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate972,Species1,2019-11-12,Ward 34,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate973,Species1,2019-12-20,Ward 34,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate974,Species2,2019-09-22,Ward 34,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate975,Species2,2019-12-17,Ward 34,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate976,Species2,2019-04-06,Ward 34,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate977,Species2,2019-09-02,Ward 34,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate978,Species2,2019-04-28,Ward 34,Others,NA,Sp2 NF,ResGeneB,NA
Isolate979,Species2,2019-11-20,Ward 34,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate980,Species2,2019-09-24,Ward 34,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate981,Species2,2019-09-28,Ward 34,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate982,Species2,2019-04-29,Ward 34,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate983,Species2,2019-05-01,Ward 34,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate984,Species1,2018-03-28,Ward 34,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate985,Species1,2018-08-05,Ward 34,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate986,Species1,2019-08-16,Ward 34,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate987,Species1,2018-01-27,Ward 34,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate988,Species1,2019-12-17,Ward 34,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate989,Species1,2020-01-12,Ward 34,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate990,Species1,2019-11-20,Ward 34,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate991,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate992,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate993,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate994,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate995,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate996,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate997,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate998,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate999,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1000,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1001,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1002,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1003,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1004,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1005,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1006,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1007,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1008,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1009,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1010,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1011,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1012,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1013,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1014,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1015,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1016,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1017,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1018,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1019,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1020,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1021,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1022,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1023,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1024,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1025,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1026,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1027,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1028,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1029,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1030,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1031,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1032,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1033,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1034,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1035,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1036,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1037,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1038,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1039,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1040,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1041,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1042,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1043,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1044,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1045,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1046,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1047,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1048,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1049,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1050,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1051,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1052,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1053,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1054,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1055,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1056,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1057,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1058,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1059,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1060,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1061,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1062,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1063,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1064,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1065,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1066,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1067,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1068,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1069,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1070,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1071,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1072,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1073,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1074,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1075,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1076,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1077,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1078,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1079,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1080,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1081,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1082,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1083,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1084,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1085,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1086,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1087,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1088,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1089,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1090,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1091,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1092,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1093,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1094,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1095,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1096,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1097,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1098,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1099,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1100,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1101,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1102,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1103,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1104,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1105,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1106,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1107,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1108,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1109,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1110,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1111,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1112,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1113,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1114,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1115,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1116,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1117,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1118,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1119,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1120,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1121,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1122,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1123,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1124,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1125,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1126,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1127,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1128,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1129,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1130,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1131,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1132,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1133,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1134,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1135,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1136,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
Isolate1137,Species2,2019-08-16,Ward 11,Environment,Env32,Sp2 ST 761,ResGeneC,NA
Isolate1138,Species2,2019-09-21,Ward 11,Environment,Env48,Sp2 ST 17,ResGeneC,NA
Isolate1139,Species2,2019-09-22,Ward 11,Environment,Env51,Sp2 ST 19,ResGeneC,NA
Isolate1140,Species2,2019-04-30,Ward 11,Environment,Env56,Sp2 ST 800,ResGeneE,NA
Isolate1141,Species1,2018-11-19,Ward 11,Environment,Env5,Sp1 NF,ResGeneB,NA
Isolate1142,Species1,2019-01-08,Ward 11,Patient,P5,Sp1 ST 17,ResGeneB,NA
Isolate1143,Species1,2019-12-13,Ward 11,Environment,Env12,Sp1 ST 78,ResGeneE,NA
Isolate1144,Species1,2019-09-17,Ward 11,Environment,Env25,Sp1 NF,ResGeneC,NA
Isolate1145,Species1,2019-09-20,Ward 11,Environment,Env27,Sp1 NF,ResGeneE,NA
Isolate1146,Species1,2019-09-21,Ward 11,Patient,P12,Sp1 ST 78,ResGeneC,NA
